
Output from Plumeria 2, fortran version, run date 2022.02.06   0:20

Input values:
        Tropopause elevation above vent (km):    11.0
                   Height of tropopause (km):     9.0
                   Thermal lapse rate (C/km):   -6.50
                       Relative humidity, % :     0.0
                 Air temperature at vent (C):    15.0
          Air pressure  at vent, atmospheres:   1.000
               wind speed at sea level (m/s):   0.000
   change in wind speed with elevation (1/s):   0.000
                wind direction (deg. E of N):    90.0
                           Vent diameter (m):     1.0
                          Vent elevation (m):     0.0
                      Initial velocity (m/s):   200.0
                       Magma temperature (C):    900.
                         Weight fraction gas:   0.030
                         Weight fraction air:   0.001
               Magma specific heat, (J/kg K):  1000.0
                      Magma density, (kg/m3):  2500.0
                     Mixture density (kg/m3):   6.103
                   Mass fraction water added:   0.000
                           Mass flux, (kg/s):  0.959E+03
                 Mass flux of solids, (kg/s):  0.930E+03
                   Mixture sound speed (m/s):   144.0
**********************************************************************************************************************************************************************************************
   i        s        z        x        y       m_m       m_a       m_w       m_l       m_i      v       u          r   T_mix   T_air   rho_mix   rho_air    Time     p_air     water       ice
       meters   meters   meters   meters                                                      m/s     m/s          m  Kelvin  Kelvin     kg/m3     kg/m3 seconds        Pa      g/m3      g/m3
 235    694.3    694.3      0.0      0.0 0.450E-02 0.995E+00 0.139E-03 0.000E+00 0.000E+00    0.00     7.17      89.7   286.9   283.6     1.137     1.145    70.6   93230.1 0.000E+00 0.000E+00
 236    699.9    699.9      0.0      0.0 0.445E-02 0.995E+00 0.138E-03 0.000E+00 0.000E+00    0.00     7.15      90.4   286.8   283.6     1.137     1.145    71.4   93167.6 0.000E+00 0.000E+00
 237    705.4    705.4      0.0      0.0 0.440E-02 0.995E+00 0.136E-03 0.000E+00 0.000E+00    0.00     7.12      91.1   286.7   283.6     1.136     1.144    72.2   93105.3 0.000E+00 0.000E+00
 238    710.9    710.9      0.0      0.0 0.436E-02 0.996E+00 0.135E-03 0.000E+00 0.000E+00    0.00     7.09      91.8   286.6   283.5     1.136     1.143    73.0   93043.3 0.000E+00 0.000E+00
 239    716.4    716.4      0.0      0.0 0.431E-02 0.996E+00 0.133E-03 0.000E+00 0.000E+00    0.00     7.07      92.5   286.6   283.5     1.135     1.143    73.7   92981.6 0.000E+00 0.000E+00
 240    721.9    721.9      0.0      0.0 0.426E-02 0.996E+00 0.132E-03 0.000E+00 0.000E+00    0.00     7.04      93.2   286.5   283.5     1.135     1.142    74.5   92920.1 0.000E+00 0.000E+00
 241    727.4    727.4      0.0      0.0 0.422E-02 0.996E+00 0.130E-03 0.000E+00 0.000E+00    0.00     7.02      93.8   286.4   283.4     1.135     1.142    75.3   92858.9 0.000E+00 0.000E+00
 242    732.8    732.8      0.0      0.0 0.417E-02 0.996E+00 0.129E-03 0.000E+00 0.000E+00    0.00     6.99      94.5   286.3   283.4     1.134     1.141    76.1   92798.0 0.000E+00 0.000E+00
 243    738.2    738.2      0.0      0.0 0.413E-02 0.996E+00 0.128E-03 0.000E+00 0.000E+00    0.00     6.96      95.2   286.2   283.4     1.134     1.140    76.8   92737.3 0.000E+00 0.000E+00
 244    743.6    743.6      0.0      0.0 0.409E-02 0.996E+00 0.126E-03 0.000E+00 0.000E+00    0.00     6.94      95.9   286.1   283.3     1.133     1.140    77.6   92676.9 0.000E+00 0.000E+00
 245    749.0    749.0      0.0      0.0 0.405E-02 0.996E+00 0.125E-03 0.000E+00 0.000E+00    0.00     6.91      96.6   286.0   283.3     1.133     1.139    78.4   92616.8 0.000E+00 0.000E+00
 246    754.4    754.4      0.0      0.0 0.401E-02 0.996E+00 0.124E-03 0.000E+00 0.000E+00    0.00     6.89      97.3   286.0   283.2     1.132     1.139    79.2   92556.8 0.000E+00 0.000E+00
 247    759.7    759.7      0.0      0.0 0.397E-02 0.996E+00 0.123E-03 0.000E+00 0.000E+00    0.00     6.86      98.0   285.9   283.2     1.132     1.138    79.9   92497.2 0.000E+00 0.000E+00
 248    765.0    765.0      0.0      0.0 0.393E-02 0.996E+00 0.122E-03 0.000E+00 0.000E+00    0.00     6.84      98.6   285.8   283.2     1.131     1.137    80.7   92437.8 0.000E+00 0.000E+00
 249    770.3    770.3      0.0      0.0 0.389E-02 0.996E+00 0.120E-03 0.000E+00 0.000E+00    0.00     6.81      99.3   285.7   283.1     1.131     1.137    81.5   92378.7 0.000E+00 0.000E+00
 250    775.6    775.6      0.0      0.0 0.385E-02 0.996E+00 0.119E-03 0.000E+00 0.000E+00    0.00     6.78     100.0   285.7   283.1     1.130     1.136    82.3   92319.8 0.000E+00 0.000E+00
 251    780.9    780.9      0.0      0.0 0.382E-02 0.996E+00 0.118E-03 0.000E+00 0.000E+00    0.00     6.76     100.7   285.6   283.1     1.130     1.136    83.1   92261.1 0.000E+00 0.000E+00
 252    786.1    786.1      0.0      0.0 0.378E-02 0.996E+00 0.117E-03 0.000E+00 0.000E+00    0.00     6.73     101.4   285.5   283.0     1.130     1.135    83.8   92202.7 0.000E+00 0.000E+00
 253    791.4    791.4      0.0      0.0 0.375E-02 0.996E+00 0.116E-03 0.000E+00 0.000E+00    0.00     6.71     102.1   285.4   283.0     1.129     1.135    84.6   92144.6 0.000E+00 0.000E+00
 254    796.6    796.6      0.0      0.0 0.371E-02 0.996E+00 0.115E-03 0.000E+00 0.000E+00    0.00     6.68     102.7   285.4   283.0     1.129     1.134    85.4   92086.7 0.000E+00 0.000E+00
 255    801.7    801.7      0.0      0.0 0.368E-02 0.996E+00 0.114E-03 0.000E+00 0.000E+00    0.00     6.66     103.4   285.3   282.9     1.128     1.133    86.2   92029.0 0.000E+00 0.000E+00
 256    806.9    806.9      0.0      0.0 0.365E-02 0.996E+00 0.113E-03 0.000E+00 0.000E+00    0.00     6.64     104.1   285.2   282.9     1.128     1.133    86.9   91971.6 0.000E+00 0.000E+00
 257    812.1    812.1      0.0      0.0 0.361E-02 0.996E+00 0.112E-03 0.000E+00 0.000E+00    0.00     6.61     104.8   285.1   282.9     1.127     1.132    87.7   91914.4 0.000E+00 0.000E+00
 258    817.2    817.2      0.0      0.0 0.358E-02 0.996E+00 0.111E-03 0.000E+00 0.000E+00    0.00     6.59     105.5   285.1   282.8     1.127     1.132    88.5   91857.4 0.000E+00 0.000E+00
 259    822.3    822.3      0.0      0.0 0.355E-02 0.996E+00 0.110E-03 0.000E+00 0.000E+00    0.00     6.56     106.1   285.0   282.8     1.126     1.131    89.3   91800.7 0.000E+00 0.000E+00
 260    827.4    827.4      0.0      0.0 0.352E-02 0.996E+00 0.109E-03 0.000E+00 0.000E+00    0.00     6.54     106.8   284.9   282.8     1.126     1.131    90.0   91744.3 0.000E+00 0.000E+00
 261    832.5    832.5      0.0      0.0 0.349E-02 0.996E+00 0.108E-03 0.000E+00 0.000E+00    0.00     6.51     107.5   284.9   282.7     1.125     1.130    90.8   91688.1 0.000E+00 0.000E+00
 262    837.5    837.5      0.0      0.0 0.346E-02 0.996E+00 0.107E-03 0.000E+00 0.000E+00    0.00     6.49     108.2   284.8   282.7     1.125     1.129    91.6   91632.1 0.000E+00 0.000E+00
 263    842.5    842.5      0.0      0.0 0.343E-02 0.996E+00 0.106E-03 0.000E+00 0.000E+00    0.00     6.46     108.9   284.7   282.7     1.124     1.129    92.4   91576.3 0.000E+00 0.000E+00
 264    847.6    847.6      0.0      0.0 0.340E-02 0.996E+00 0.105E-03 0.000E+00 0.000E+00    0.00     6.44     109.5   284.7   282.6     1.124     1.128    93.2   91520.8 0.000E+00 0.000E+00
 265    852.6    852.6      0.0      0.0 0.338E-02 0.997E+00 0.104E-03 0.000E+00 0.000E+00    0.00     6.42     110.2   284.6   282.6     1.124     1.128    93.9   91465.5 0.000E+00 0.000E+00
 266    857.5    857.5      0.0      0.0 0.335E-02 0.997E+00 0.104E-03 0.000E+00 0.000E+00    0.00     6.39     110.9   284.5   282.6     1.123     1.127    94.7   91410.5 0.000E+00 0.000E+00
 267    862.5    862.5      0.0      0.0 0.332E-02 0.997E+00 0.103E-03 0.000E+00 0.000E+00    0.00     6.37     111.6   284.5   282.5     1.123     1.127    95.5   91355.7 0.000E+00 0.000E+00
 268    867.4    867.4      0.0      0.0 0.330E-02 0.997E+00 0.102E-03 0.000E+00 0.000E+00    0.00     6.34     112.3   284.4   282.5     1.122     1.126    96.3   91301.1 0.000E+00 0.000E+00
 269    872.3    872.3      0.0      0.0 0.327E-02 0.997E+00 0.101E-03 0.000E+00 0.000E+00    0.00     6.32     112.9   284.3   282.5     1.122     1.126    97.0   91246.7 0.000E+00 0.000E+00
 270    877.2    877.2      0.0      0.0 0.324E-02 0.997E+00 0.100E-03 0.000E+00 0.000E+00    0.00     6.30     113.6   284.3   282.4     1.121     1.125    97.8   91192.6 0.000E+00 0.000E+00
 271    882.1    882.1      0.0      0.0 0.322E-02 0.997E+00 0.996E-04 0.000E+00 0.000E+00    0.00     6.27     114.3   284.2   282.4     1.121     1.125    98.6   91138.7 0.000E+00 0.000E+00
 272    887.0    887.0      0.0      0.0 0.319E-02 0.997E+00 0.988E-04 0.000E+00 0.000E+00    0.00     6.25     115.0   284.2   282.4     1.120     1.124    99.4   91085.0 0.000E+00 0.000E+00
 273    891.8    891.8      0.0      0.0 0.317E-02 0.997E+00 0.981E-04 0.000E+00 0.000E+00    0.00     6.22     115.7   284.1   282.4     1.120     1.123   100.2   91031.6 0.000E+00 0.000E+00
 274    896.7    896.7      0.0      0.0 0.315E-02 0.997E+00 0.973E-04 0.000E+00 0.000E+00    0.00     6.20     116.3   284.0   282.3     1.120     1.123   100.9   90978.4 0.000E+00 0.000E+00
 275    901.5    901.5      0.0      0.0 0.312E-02 0.997E+00 0.966E-04 0.000E+00 0.000E+00    0.00     6.18     117.0   284.0   282.3     1.119     1.122   101.7   90925.4 0.000E+00 0.000E+00
 276    906.3    906.3      0.0      0.0 0.310E-02 0.997E+00 0.959E-04 0.000E+00 0.000E+00    0.00     6.15     117.7   283.9   282.3     1.119     1.122   102.5   90872.6 0.000E+00 0.000E+00
 277    911.1    911.1      0.0      0.0 0.308E-02 0.997E+00 0.952E-04 0.000E+00 0.000E+00    0.00     6.13     118.4   283.9   282.2     1.118     1.121   103.3   90820.1 0.000E+00 0.000E+00
 278    915.8    915.8      0.0      0.0 0.306E-02 0.997E+00 0.945E-04 0.000E+00 0.000E+00    0.00     6.11     119.1   283.8   282.2     1.118     1.121   104.0   90767.8 0.000E+00 0.000E+00
 279    920.6    920.6      0.0      0.0 0.303E-02 0.997E+00 0.938E-04 0.000E+00 0.000E+00    0.00     6.08     119.8   283.7   282.2     1.117     1.120   104.8   90715.7 0.000E+00 0.000E+00
 280    925.3    925.3      0.0      0.0 0.301E-02 0.997E+00 0.932E-04 0.000E+00 0.000E+00    0.00     6.06     120.4   283.7   282.1     1.117     1.120   105.6   90663.9 0.000E+00 0.000E+00
 281    930.0    930.0      0.0      0.0 0.299E-02 0.997E+00 0.925E-04 0.000E+00 0.000E+00    0.00     6.04     121.1   283.6   282.1     1.117     1.119   106.4   90612.2 0.000E+00 0.000E+00
 282    934.7    934.7      0.0      0.0 0.297E-02 0.997E+00 0.919E-04 0.000E+00 0.000E+00    0.00     6.01     121.8   283.6   282.1     1.116     1.119   107.1   90560.8 0.000E+00 0.000E+00
 283    939.3    939.3      0.0      0.0 0.295E-02 0.997E+00 0.912E-04 0.000E+00 0.000E+00    0.00     5.99     122.5   283.5   282.0     1.116     1.118   107.9   90509.6 0.000E+00 0.000E+00
 284    944.0    944.0      0.0      0.0 0.293E-02 0.997E+00 0.906E-04 0.000E+00 0.000E+00    0.00     5.97     123.2   283.5   282.0     1.115     1.118   108.7   90458.6 0.000E+00 0.000E+00
 285    948.6    948.6      0.0      0.0 0.291E-02 0.997E+00 0.900E-04 0.000E+00 0.000E+00    0.00     5.94     123.9   283.4   282.0     1.115     1.117   109.5   90407.9 0.000E+00 0.000E+00
 286    953.2    953.2      0.0      0.0 0.289E-02 0.997E+00 0.894E-04 0.000E+00 0.000E+00    0.00     5.92     124.5   283.4   282.0     1.114     1.117   110.3   90357.3 0.000E+00 0.000E+00
 287    957.8    957.8      0.0      0.0 0.287E-02 0.997E+00 0.888E-04 0.000E+00 0.000E+00    0.00     5.89     125.2   283.3   281.9     1.114     1.116   111.0   90307.0 0.000E+00 0.000E+00
 288    962.4    962.4      0.0      0.0 0.285E-02 0.997E+00 0.882E-04 0.000E+00 0.000E+00    0.00     5.87     125.9   283.2   281.9     1.113     1.116   111.8   90256.9 0.000E+00 0.000E+00
 289    966.9    966.9      0.0      0.0 0.283E-02 0.997E+00 0.877E-04 0.000E+00 0.000E+00    0.00     5.85     126.6   283.2   281.9     1.113     1.115   112.6   90207.1 0.000E+00 0.000E+00
 290    971.5    971.5      0.0      0.0 0.282E-02 0.997E+00 0.871E-04 0.000E+00 0.000E+00    0.00     5.82     127.3   283.1   281.8     1.113     1.115   113.4   90157.4 0.000E+00 0.000E+00
 291    976.0    976.0      0.0      0.0 0.280E-02 0.997E+00 0.865E-04 0.000E+00 0.000E+00    0.00     5.80     128.0   283.1   281.8     1.112     1.114   114.1   90108.0 0.000E+00 0.000E+00
 292    980.5    980.5      0.0      0.0 0.278E-02 0.997E+00 0.860E-04 0.000E+00 0.000E+00    0.00     5.78     128.7   283.0   281.8     1.112     1.114   114.9   90058.7 0.000E+00 0.000E+00
 293    985.0    985.0      0.0      0.0 0.276E-02 0.997E+00 0.855E-04 0.000E+00 0.000E+00    0.00     5.75     129.3   283.0   281.7     1.111     1.113   115.7   90009.7 0.000E+00 0.000E+00
 294    989.5    989.5      0.0      0.0 0.275E-02 0.997E+00 0.849E-04 0.000E+00 0.000E+00    0.00     5.73     130.0   282.9   281.7     1.111     1.113   116.5   89960.9 0.000E+00 0.000E+00
 295    993.9    993.9      0.0      0.0 0.273E-02 0.997E+00 0.844E-04 0.000E+00 0.000E+00    0.00     5.71     130.7   282.9   281.7     1.111     1.112   117.3   89912.4 0.000E+00 0.000E+00
 296    998.3    998.3      0.0      0.0 0.271E-02 0.997E+00 0.839E-04 0.000E+00 0.000E+00    0.00     5.68     131.4   282.8   281.7     1.110     1.112   118.0   89864.0 0.000E+00 0.000E+00
 297   1002.8   1002.8      0.0      0.0 0.270E-02 0.997E+00 0.834E-04 0.000E+00 0.000E+00    0.00     5.66     132.1   282.8   281.6     1.110     1.111   118.8   89815.9 0.000E+00 0.000E+00
 298   1007.2   1007.2      0.0      0.0 0.268E-02 0.997E+00 0.829E-04 0.000E+00 0.000E+00    0.00     5.64     132.8   282.7   281.6     1.109     1.111   119.6   89768.0 0.000E+00 0.000E+00
 299   1011.5   1011.5      0.0      0.0 0.266E-02 0.997E+00 0.824E-04 0.000E+00 0.000E+00    0.00     5.61     133.5   282.7   281.6     1.109     1.110   120.4   89720.2 0.000E+00 0.000E+00
 300   1015.9   1015.9      0.0      0.0 0.265E-02 0.997E+00 0.819E-04 0.000E+00 0.000E+00    0.00     5.59     134.2   282.6   281.5     1.108     1.110   121.2   89672.7 0.000E+00 0.000E+00
 301   1020.2   1020.2      0.0      0.0 0.263E-02 0.997E+00 0.814E-04 0.000E+00 0.000E+00    0.00     5.57     134.9   282.6   281.5     1.108     1.109   121.9   89625.5 0.000E+00 0.000E+00
 302   1024.6   1024.6      0.0      0.0 0.262E-02 0.997E+00 0.810E-04 0.000E+00 0.000E+00    0.00     5.55     135.6   282.5   281.5     1.108     1.109   122.7   89578.4 0.000E+00 0.000E+00
 303   1028.9   1028.9      0.0      0.0 0.260E-02 0.997E+00 0.805E-04 0.000E+00 0.000E+00    0.00     5.52     136.3   282.5   281.5     1.107     1.108   123.5   89531.5 0.000E+00 0.000E+00
 304   1033.2   1033.2      0.0      0.0 0.259E-02 0.997E+00 0.801E-04 0.000E+00 0.000E+00    0.00     5.50     137.0   282.4   281.4     1.107     1.108   124.3   89484.9 0.000E+00 0.000E+00
 305   1037.4   1037.4      0.0      0.0 0.257E-02 0.997E+00 0.796E-04 0.000E+00 0.000E+00    0.00     5.48     137.7   282.4   281.4     1.106     1.107   125.0   89438.5 0.000E+00 0.000E+00
 306   1041.7   1041.7      0.0      0.0 0.256E-02 0.997E+00 0.792E-04 0.000E+00 0.000E+00    0.00     5.45     138.4   282.3   281.4     1.106     1.107   125.8   89392.2 0.000E+00 0.000E+00
 307   1045.9   1045.9      0.0      0.0 0.255E-02 0.997E+00 0.787E-04 0.000E+00 0.000E+00    0.00     5.43     139.1   282.3   281.4     1.106     1.107   126.6   89346.2 0.000E+00 0.000E+00
 308   1050.2   1050.2      0.0      0.0 0.253E-02 0.997E+00 0.783E-04 0.000E+00 0.000E+00    0.00     5.41     139.8   282.2   281.3     1.105     1.106   127.4   89300.5 0.000E+00 0.000E+00
 309   1054.4   1054.4      0.0      0.0 0.252E-02 0.997E+00 0.779E-04 0.000E+00 0.000E+00    0.00     5.38     140.5   282.2   281.3     1.105     1.106   128.2   89254.9 0.000E+00 0.000E+00
 310   1058.5   1058.5      0.0      0.0 0.251E-02 0.997E+00 0.775E-04 0.000E+00 0.000E+00    0.00     5.36     141.2   282.2   281.3     1.104     1.105   128.9   89209.5 0.000E+00 0.000E+00
 311   1062.7   1062.7      0.0      0.0 0.249E-02 0.997E+00 0.771E-04 0.000E+00 0.000E+00    0.00     5.34     141.9   282.1   281.2     1.104     1.105   129.7   89164.4 0.000E+00 0.000E+00
 312   1066.8   1066.8      0.0      0.0 0.248E-02 0.997E+00 0.767E-04 0.000E+00 0.000E+00    0.00     5.31     142.6   282.1   281.2     1.104     1.104   130.5   89119.4 0.000E+00 0.000E+00
 313   1071.0   1071.0      0.0      0.0 0.247E-02 0.997E+00 0.763E-04 0.000E+00 0.000E+00    0.00     5.29     143.4   282.0   281.2     1.103     1.104   131.3   89074.7 0.000E+00 0.000E+00
 314   1075.1   1075.1      0.0      0.0 0.245E-02 0.997E+00 0.759E-04 0.000E+00 0.000E+00    0.00     5.27     144.1   282.0   281.2     1.103     1.103   132.1   89030.1 0.000E+00 0.000E+00
 315   1079.2   1079.2      0.0      0.0 0.244E-02 0.997E+00 0.755E-04 0.000E+00 0.000E+00    0.00     5.24     144.8   281.9   281.1     1.102     1.103   132.8   88985.8 0.000E+00 0.000E+00
 316   1083.3   1083.3      0.0      0.0 0.243E-02 0.997E+00 0.751E-04 0.000E+00 0.000E+00    0.00     5.22     145.5   281.9   281.1     1.102     1.103   133.6   88941.7 0.000E+00 0.000E+00
 317   1087.3   1087.3      0.0      0.0 0.242E-02 0.998E+00 0.747E-04 0.000E+00 0.000E+00    0.00     5.20     146.2   281.8   281.1     1.102     1.102   134.4   88897.8 0.000E+00 0.000E+00
 318   1091.4   1091.4      0.0      0.0 0.240E-02 0.998E+00 0.744E-04 0.000E+00 0.000E+00    0.00     5.17     146.9   281.8   281.1     1.101     1.102   135.2   88854.2 0.000E+00 0.000E+00
 319   1095.4   1095.4      0.0      0.0 0.239E-02 0.998E+00 0.740E-04 0.000E+00 0.000E+00    0.00     5.15     147.7   281.8   281.0     1.101     1.101   136.0   88810.7 0.000E+00 0.000E+00
 320   1099.4   1099.4      0.0      0.0 0.238E-02 0.998E+00 0.736E-04 0.000E+00 0.000E+00    0.00     5.13     148.4   281.7   281.0     1.101     1.101   136.7   88767.4 0.000E+00 0.000E+00
 321   1103.4   1103.4      0.0      0.0 0.237E-02 0.998E+00 0.733E-04 0.000E+00 0.000E+00    0.00     5.10     149.1   281.7   281.0     1.100     1.100   137.5   88724.4 0.000E+00 0.000E+00
 322   1107.3   1107.3      0.0      0.0 0.236E-02 0.998E+00 0.729E-04 0.000E+00 0.000E+00    0.00     5.08     149.8   281.6   281.0     1.100     1.100   138.3   88681.5 0.000E+00 0.000E+00
 323   1111.3   1111.3      0.0      0.0 0.235E-02 0.998E+00 0.726E-04 0.000E+00 0.000E+00    0.00     5.06     150.6   281.6   280.9     1.099     1.099   139.1   88638.9 0.000E+00 0.000E+00
 324   1115.2   1115.2      0.0      0.0 0.234E-02 0.998E+00 0.722E-04 0.000E+00 0.000E+00    0.00     5.03     151.3   281.5   280.9     1.099     1.099   139.9   88596.5 0.000E+00 0.000E+00
 325   1119.2   1119.2      0.0      0.0 0.233E-02 0.998E+00 0.719E-04 0.000E+00 0.000E+00    0.00     5.01     152.0   281.5   280.9     1.099     1.099   140.6   88554.3 0.000E+00 0.000E+00
 326   1123.1   1123.1      0.0      0.0 0.231E-02 0.998E+00 0.716E-04 0.000E+00 0.000E+00    0.00     4.98     152.8   281.5   280.9     1.098     1.098   141.4   88512.3 0.000E+00 0.000E+00
 327   1126.9   1126.9      0.0      0.0 0.230E-02 0.998E+00 0.713E-04 0.000E+00 0.000E+00    0.00     4.96     153.5   281.4   280.8     1.098     1.098   142.2   88470.5 0.000E+00 0.000E+00
 328   1130.8   1130.8      0.0      0.0 0.229E-02 0.998E+00 0.709E-04 0.000E+00 0.000E+00    0.00     4.94     154.2   281.4   280.8     1.098     1.097   143.0   88428.9 0.000E+00 0.000E+00
 329   1134.6   1134.6      0.0      0.0 0.228E-02 0.998E+00 0.706E-04 0.000E+00 0.000E+00    0.00     4.91     155.0   281.3   280.8     1.097     1.097   143.8   88387.5 0.000E+00 0.000E+00
 330   1138.5   1138.5      0.0      0.0 0.227E-02 0.998E+00 0.703E-04 0.000E+00 0.000E+00    0.00     4.89     155.7   281.3   280.7     1.097     1.097   144.5   88346.3 0.000E+00 0.000E+00
 331   1142.3   1142.3      0.0      0.0 0.226E-02 0.998E+00 0.700E-04 0.000E+00 0.000E+00    0.00     4.87     156.5   281.3   280.7     1.096     1.096   145.3   88305.4 0.000E+00 0.000E+00
 332   1146.1   1146.1      0.0      0.0 0.225E-02 0.998E+00 0.697E-04 0.000E+00 0.000E+00    0.00     4.84     157.2   281.2   280.7     1.096     1.096   146.1   88264.6 0.000E+00 0.000E+00
 333   1149.8   1149.8      0.0      0.0 0.224E-02 0.998E+00 0.694E-04 0.000E+00 0.000E+00    0.00     4.82     158.0   281.2   280.7     1.096     1.095   146.9   88224.1 0.000E+00 0.000E+00
 334   1153.6   1153.6      0.0      0.0 0.223E-02 0.998E+00 0.691E-04 0.000E+00 0.000E+00    0.00     4.80     158.7   281.1   280.7     1.095     1.095   147.7   88183.7 0.000E+00 0.000E+00
 335   1157.3   1157.3      0.0      0.0 0.222E-02 0.998E+00 0.688E-04 0.000E+00 0.000E+00    0.00     4.77     159.5   281.1   280.6     1.095     1.094   148.4   88143.6 0.000E+00 0.000E+00
 336   1161.0   1161.0      0.0      0.0 0.222E-02 0.998E+00 0.685E-04 0.000E+00 0.000E+00    0.00     4.75     160.2   281.1   280.6     1.095     1.094   149.2   88103.7 0.000E+00 0.000E+00
 337   1164.7   1164.7      0.0      0.0 0.221E-02 0.998E+00 0.682E-04 0.000E+00 0.000E+00    0.00     4.73     161.0   281.0   280.6     1.094     1.094   150.0   88064.0 0.000E+00 0.000E+00
 338   1168.4   1168.4      0.0      0.0 0.220E-02 0.998E+00 0.680E-04 0.000E+00 0.000E+00    0.00     4.70     161.8   281.0   280.6     1.094     1.093   150.8   88024.5 0.000E+00 0.000E+00
 339   1172.1   1172.1      0.0      0.0 0.219E-02 0.998E+00 0.677E-04 0.000E+00 0.000E+00    0.00     4.68     162.5   281.0   280.5     1.094     1.093   151.6   87985.2 0.000E+00 0.000E+00
 340   1175.7   1175.7      0.0      0.0 0.218E-02 0.998E+00 0.674E-04 0.000E+00 0.000E+00    0.00     4.65     163.3   280.9   280.5     1.093     1.092   152.3   87946.1 0.000E+00 0.000E+00
 341   1179.4   1179.4      0.0      0.0 0.217E-02 0.998E+00 0.671E-04 0.000E+00 0.000E+00    0.00     4.63     164.1   280.9   280.5     1.093     1.092   153.1   87907.2 0.000E+00 0.000E+00
 342   1183.0   1183.0      0.0      0.0 0.216E-02 0.998E+00 0.669E-04 0.000E+00 0.000E+00    0.00     4.61     164.8   280.8   280.5     1.093     1.092   153.9   87868.5 0.000E+00 0.000E+00
 343   1186.6   1186.6      0.0      0.0 0.215E-02 0.998E+00 0.666E-04 0.000E+00 0.000E+00    0.00     4.58     165.6   280.8   280.4     1.092     1.091   154.7   87830.1 0.000E+00 0.000E+00
 344   1190.1   1190.1      0.0      0.0 0.215E-02 0.998E+00 0.664E-04 0.000E+00 0.000E+00    0.00     4.56     166.4   280.8   280.4     1.092     1.091   155.5   87791.8 0.000E+00 0.000E+00
 345   1193.7   1193.7      0.0      0.0 0.214E-02 0.998E+00 0.661E-04 0.000E+00 0.000E+00    0.00     4.53     167.2   280.7   280.4     1.092     1.091   156.3   87753.8 0.000E+00 0.000E+00
 346   1197.2   1197.2      0.0      0.0 0.213E-02 0.998E+00 0.659E-04 0.000E+00 0.000E+00    0.00     4.51     168.0   280.7   280.4     1.091     1.090   157.0   87715.9 0.000E+00 0.000E+00
 347   1200.0   1200.0      0.0      0.0 0.212E-02 0.998E+00 0.657E-04 0.000E+00 0.000E+00    0.00     4.49     168.6   280.7   280.4     1.091     1.090   157.6   87686.4 0.000E+00 0.000E+00
 348   1202.9   1202.9      0.0      0.0 0.212E-02 0.998E+00 0.655E-04 0.000E+00 0.000E+00    0.00     4.47     169.3   280.6   280.3     1.091     1.090   158.3   87655.5 0.000E+00 0.000E+00
 349   1205.9   1205.9      0.0      0.0 0.211E-02 0.998E+00 0.653E-04 0.000E+00 0.000E+00    0.00     4.45     169.9   280.6   280.3     1.090     1.089   159.0   87623.6 0.000E+00 0.000E+00
 350   1208.9   1208.9      0.0      0.0 0.210E-02 0.998E+00 0.650E-04 0.000E+00 0.000E+00    0.00     4.43     170.6   280.6   280.3     1.090     1.089   159.7   87590.9 0.000E+00 0.000E+00
 351   1212.1   1212.1      0.0      0.0 0.210E-02 0.998E+00 0.648E-04 0.000E+00 0.000E+00    0.00     4.41     171.4   280.6   280.3     1.090     1.089   160.4   87557.5 0.000E+00 0.000E+00
 352   1215.2   1215.2      0.0      0.0 0.209E-02 0.998E+00 0.646E-04 0.000E+00 0.000E+00    0.00     4.39     172.1   280.5   280.3     1.089     1.088   161.1   87523.6 0.000E+00 0.000E+00
 353   1218.4   1218.4      0.0      0.0 0.208E-02 0.998E+00 0.644E-04 0.000E+00 0.000E+00    0.00     4.36     172.9   280.5   280.2     1.089     1.088   161.8   87489.4 0.000E+00 0.000E+00
 354   1221.7   1221.7      0.0      0.0 0.208E-02 0.998E+00 0.642E-04 0.000E+00 0.000E+00    0.00     4.34     173.6   280.5   280.2     1.089     1.088   162.6   87454.9 0.000E+00 0.000E+00
 355   1224.9   1224.9      0.0      0.0 0.207E-02 0.998E+00 0.640E-04 0.000E+00 0.000E+00    0.00     4.32     174.4   280.4   280.2     1.089     1.087   163.3   87420.2 0.000E+00 0.000E+00
 356   1228.2   1228.2      0.0      0.0 0.206E-02 0.998E+00 0.638E-04 0.000E+00 0.000E+00    0.00     4.29     175.2   280.4   280.2     1.088     1.087   164.1   87385.5 0.000E+00 0.000E+00
 357   1231.4   1231.4      0.0      0.0 0.205E-02 0.998E+00 0.635E-04 0.000E+00 0.000E+00    0.00     4.27     176.0   280.4   280.1     1.088     1.087   164.8   87350.7 0.000E+00 0.000E+00
 358   1234.7   1234.7      0.0      0.0 0.205E-02 0.998E+00 0.633E-04 0.000E+00 0.000E+00    0.00     4.25     176.8   280.3   280.1     1.088     1.086   165.6   87315.9 0.000E+00 0.000E+00
 359   1238.0   1238.0      0.0      0.0 0.204E-02 0.998E+00 0.631E-04 0.000E+00 0.000E+00    0.00     4.22     177.7   280.3   280.1     1.087     1.086   166.4   87281.2 0.000E+00 0.000E+00
 360   1241.2   1241.2      0.0      0.0 0.203E-02 0.998E+00 0.629E-04 0.000E+00 0.000E+00    0.00     4.20     178.5   280.3   280.1     1.087     1.085   167.1   87246.5 0.000E+00 0.000E+00
